name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home
ons2022_sandy_hill_3104_00010_10_1_percent,13390,0.12061239731142644,1615,36.5,29.8,700,0.35714285714285715,3690,0.27557879014189696,45480,51850,13.8,40720,49240,8,3065,0.2289876727680239,390,0.2846715328467153,2385,0.22932692307692307,290,0.17956656346749225,3690,1.8,1845,0.24915597569209993,0.7508440243079001,0.1576980568011958,1055,2.6,1780,1914,5560,12.1,20.3,1340,1406,2.6,0.18875502008032127,470,0.18875502008032127,1.7,108200,136000,67200,365,0.02726933134105342,0.009712364587224505,130,0.028389988793425476,380,0.011206574523720583,150,0.015315651849084797,205,0,0,0.2401942472917445,3215,0.05080313784086664,680,0.05451829723674384,0.27037037037037037,730,0.3373178931639895,4515,0.6918392204628502,8520,0.17370892018779344,1480,345,0.050364963503649635,6505,0.9496350364963504,5715,0.8343065693430657,3370,0.4793741109530583,495,0.07041251778093884,1395,0.38376891334250346,875,0.2407152682255846,1025,0.28198074277854196,200,0.055020632737276476,145,0.039889958734525444,0.052269601100412656,3845,0.2871545929798357,2370,0.17706387747478522
ons2022_smiths_falls_3408_00000_2_2_percent,9080,0.2527533039647577,2295,44.5,46,1030,0.4327731092436975,1650,0.1817180616740088,37520,36640,29.9,35600,37840,24,1560,0.1717116125481563,345,0.20175438596491227,800,0.15763546798029557,420,0.1826086956521739,1650,2.1,2355,0.5464037122969838,0.45359628770301624,0.1301775147928994,550,4.5,1040,1120,1955,17.1,23.7,1000,1048,2.7,0.25851703406813625,645,0.25851703406813625,1.7,79600,97000,57800,0,0,0.00275178866263071,25,0.06769400110071547,615,0.041827187671986794,380,0.020913593835993397,190,0.001651073197578426,15,0.06053935057787562,550,0.004402861860209136,40,0.0022026431718061676,0.0784313725490196,20,0.04127682993946065,375,0.524869109947644,4010,0.10099750623441396,405,950,0.21087680355160932,3550,0.7880133185349611,2120,0.47058823529411764,430,0.11927877947295423,625,0.17337031900138697,2700,0.8530805687203792,10,0.00315955766192733,390,0.12322274881516587,15,0.004739336492890996,55,0.017377567140600316,0.11216429699842022,835,0.0919603524229075,85,0.009356081452944413
ons2022_south_dundas_3806_00000_2_2_percent,10860,0.26887661141804786,2920,46.7,50.8,770,0.27256637168141595,1210,0.11141804788213629,40600,41440,23.2,39520,42400,18.7,1195,0.10998619420156466,190,0.09844559585492228,565,0.09400998336106489,440,0.15042735042735042,1210,2.3,3745,0.807982740021575,0.1930960086299892,0.04180790960451977,185,2.9,890,1050,880,11.4,10,890,954,2.7,0.13843888070692195,470,0.13843888070692195,1.8,91500,111000,65200,0,0,0,0,0.02761159687068569,300,0.013805798435342844,150,0.012425218591808559,135,0,0,0.06350667280257709,690,0.005522319374137137,60,0,0,0,0.017487344684767602,190,0.5538711423930699,5115,0.10068426197458455,515,820,0.1522748375116063,4565,0.8477251624883937,2955,0.5487465181058496,705,0.1532608695652174,765,0.16630434782608697,3620,0.9329896907216495,10,0.002577319587628866,175,0.045103092783505154,15,0.003865979381443299,55,0.014175257731958763,0.13659793814432988,925,0.08517495395948435,110,0.010128913443830571
ons2022_south_glengarry_3807_00000_1_7_percent,13215,0.246311010215664,3255,45.7,50,690,0.19113573407202217,1220,0.0923193340900492,46520,50280,17.7,44400,50200,13.6,1135,0.08591975775927328,200,0.08247422680412371,505,0.06697612732095491,430,0.13230769230769232,1220,2.4,4780,0.8802946593001841,0.11970534069981584,0.03232125367286973,165,2.3,1010,1204,600,4.2,10.2,850,960,2.8,0.10481927710843374,435,0.10481927710843374,1.9,106900,117000,76400,235,0.017782822550132426,7.567158531971245e-4,10,0.04012112036336109,530,0.022331566994700985,295,0.016654049962149888,220,0,0,0.07607872823618471,1005,0.005677517032551098,75,0.003026863412788498,0.07272727272727272,40,0.03368660105980318,445,0.6172014260249554,6925,0.0851985559566787,590,585,0.08764044943820225,6090,0.9123595505617977,4295,0.6434456928838951,1360,0.21468034727703236,800,0.12628255722178375,4695,0.9494438827098078,15,0.003033367037411527,150,0.030333670374115267,10,0.0020222446916076846,75,0.015166835187057633,0.07280080889787664,1285,0.0972379871358305,2350,0.17782822550132427
ons2022_south_keys_3105_00000_2_1_percent,2700,0.24074074074074073,650,43.9,42,175,0.28688524590163933,395,0.14629629629629629,42000,42120,21.1,39160,42560,14.4,300,0.1111111111111111,70,0.18421052631578946,195,0.11676646706586827,30,0.046153846153846156,390,2.3,895,0.7649572649572649,0.23504273504273504,0.13513513513513514,150,10.3,970,1300,270,0,23.4,1590,1560,2.7,0.16911764705882354,115,0.16911764705882354,1.9,99400,114000,92000,10,0.003703703703703704,0.007407407407407408,20,0.018518518518518517,50,0.007407407407407408,20,0.003703703703703704,10,0.005555555555555556,15,0.2851851851851852,770,0.08333333333333333,225,0.06481481481481481,0.29914529914529914,175,0.35,945,0.5741127348643006,1375,0.17454545454545456,240,70,0.05555555555555555,1190,0.9444444444444444,875,0.6944444444444444,420,0.3684210526315789,110,0.09649122807017543,465,0.6413793103448275,150,0.20689655172413793,60,0.08275862068965517,15,0.020689655172413793,30,0.041379310344827586,0.06896551724137931,480,0.17777777777777778,160,0.05925925925925926
ons2022_south_stormont_3808_00000_1_8_percent,13410,0.2214765100671141,2970,44.4,47.6,740,0.19919246298788695,1105,0.08240119313944817,44120,46480,18.4,43160,48320,14.2,995,0.07419835943325877,205,0.07854406130268199,490,0.06257982120051085,305,0.1026936026936027,1105,2.5,4760,0.8798521256931608,0.12107208872458411,0.03533906399235912,185,2.5,1020,1167,650,7.7,10,1050,1094,2.8,0.11228070175438597,480,0.11228070175438597,1.8,99800,120000,81600,60,0.0044742729306487695,0,0,0.0343027591349739,460,0.023117076808351976,310,0.007829977628635347,105,0.0011185682326621924,15,0.047725577926920205,640,0.0014914243102162564,20,0.0011185682326621924,0.05084745762711865,15,0.026472781506338552,355,0.6156914893617021,6945,0.06767458603311735,470,725,0.10305614783226724,6310,0.8969438521677328,4505,0.6403695806680881,950,0.14660493827160495,820,0.12654320987654322,5285,0.9591651542649727,10,0.0018148820326678765,130,0.023593466424682397,10,0.0018148820326678765,70,0.012704174228675136,0.07985480943738657,1275,0.09507829977628636,895,0.06674123788217748
ons2022_stittsville_3106_00000_1_1_percent,21985,0.1694337047987264,3725,40.9,43.2,1145,0.14879792072774528,1240,0.05640209233568342,59400,71200,9.5,56950,69900,7.1,505,0.022975432211101002,115,0.02230843840931135,245,0.018695154521175122,145,0.038978494623655914,1240,2.8,7095,0.9113680154142582,0.08798972382787412,0.038411458333333336,295,2.9,1680,1766,685,4.4,13.5,2040,2224,3.1,0.10755148741418764,705,0.10755148741418764,1.9,142800,157000,99600,30,0.001364877161055505,0.005232029117379436,115,0.025250227479526842,555,0.012966333030027298,285,0.012056414922656961,265,0,0,0.15696087352138308,3450,0.02343039126478617,515,0.01364566750056857,0.1214574898785425,300,0.14240218380345768,3130,0.6666666666666666,11880,0.08585858585858586,1020,380,0.033928571428571426,10815,0.965625,9230,0.8241071428571428,5035,0.4636279926335175,860,0.07918968692449356,5225,0.9008620689655172,245,0.04224137931034483,155,0.026724137931034484,45,0.007758620689655172,130,0.022413793103448276,0.04913793103448276,2895,0.1316806913804867,655,0.029799818016378526
ons2022_stittsville_east_3107_00000_1_9_percent,10525,0.0655581947743468,690,32.2,32,675,0.18417462482946795,445,0.04228028503562945,54600,64200,10,51400,63150,6.1,520,0.0494061757719715,220,0.0763888888888889,270,0.03879310344827586,35,0.050724637681159424,450,3,2630,0.7408450704225352,0.2605633802816901,0.06312769010043041,220,3.8,2160,2108,920,0,13.7,2200,2108,3.1,0.1254071661237785,385,0.1254071661237785,1.8,123300,127000,81600,25,0.0023741690408357074,0.03608736942070275,380,0.019477434679334917,205,0.010451306413301662,110,0.00855106888361045,90,0,0,0.4014251781472684,4225,0.12161520190023753,1280,0.05463182897862233,0.14267990074441686,575,0.5263657957244655,5540,0.780625,6245,0.09367493995196156,585,190,0.030254777070063694,6090,0.9697452229299363,5215,0.8304140127388535,2820,0.49823321554770317,425,0.07508833922261485,2465,0.8882882882882883,150,0.05405405405405406,75,0.02702702702702703,15,0.005405405405405406,75,0.02702702702702703,0.05405405405405406,1030,0.09786223277909739,485,0.046058879392212725
ons2022_stittsville_north_3108_00000_1_2_percent,12710,0.0975609756097561,1240,35.9,36.4,720,0.16161616161616163,860,0.06766325727773406,56850,68500,9.1,54600,67600,5.9,595,0.04681353265145555,200,0.05934718100890208,290,0.03580246913580247,100,0.08097165991902834,865,2.8,3705,0.8098360655737705,0.18907103825136612,0.05393258426966292,240,3.3,1940,1940,870,0,15.7,2180,2308,3.1,0.12431693989071038,455,0.12431693989071038,1.8,130400,135000,94000,20,0.0015729453401494297,0.012583562721195438,160,0.022029897718332022,280,0.011408339889850511,145,0.007867820613690008,100,0,0,0.25295043273013373,3215,0.05861526357199056,745,0.03225806451612903,0.1431064572425829,410,0.3025177025963808,3845,0.7489795918367347,7340,0.0837874659400545,615,250,0.03465003465003465,6965,0.9653499653499653,5900,0.8177408177408177,3315,0.4929368029739777,445,0.06617100371747212,2950,0.8714918759231906,165,0.04874446085672083,120,0.03545051698670606,30,0.008862629246676515,125,0.03692762186115214,0.056129985228951254,1355,0.10660896931549961,405,0.03185214313802595
ons2022_stonebridge_half_moon_bay_3109_00000_3_0_percent,27255,0.08695652173913043,2370,34.3,34.8,1515,0.14476827520305782,1380,0.05063291139240506,55350,66100,10.5,52950,65800,6.3,1585,0.05815446707026234,600,0.074487895716946,830,0.049331352154531945,155,0.06526315789473684,1380,3.1,7225,0.808165548098434,0.191834451901566,0.06497987349051179,565,4.4,2020,2050,1710,0,15.6,2080,2036,3.3,0.12566137566137567,950,0.12566137566137567,1.9,130000,136000,83600,155,0.0056870299027701335,0.027701339203815813,755,0.015226563933223261,415,0.005136672170243992,140,0.008805723720418272,240,0,0,0.36507062924234085,9950,0.06861126398825904,1870,0.044212071179600076,0.1296395911780527,1205,0.5329297376628142,14525,0.7263620816027364,14865,0.09115371678439287,1355,470,0.03177822853279243,14320,0.9682217714672076,12270,0.8296146044624746,6435,0.47649018881895594,1010,0.0747871158830063,6100,0.8751793400286944,515,0.07388809182209469,115,0.016499282639885222,40,0.005738880918220947,195,0.027977044476327116,0.06384505021520803,3300,0.12107870115575124,1295,0.04751421757475693
ons2022_tay_valley_3409_00000_8_9_percent,5620,0.29270462633451955,1645,49.2,56,250,0.19607843137254902,505,0.0898576512455516,43040,46080,20.3,42480,46600,16.2,515,0.09155555555555556,80,0.09411764705882353,315,0.1008,120,0.0729483282674772,505,2.3,2240,0.9237113402061856,0.07422680412371134,0.032679738562091505,75,2.6,830,1147,180,16.7,11.1,1000,990,2.6,0.09424083769633508,180,0.09424083769633508,1.7,97100,113000,64000,0,0,0,0,0.027555555555555555,155,0.013333333333333334,75,0.011555555555555555,65,0,0,0.060444444444444446,340,0,0,0.0026690391459074734,0.13043478260869565,15,0.010666666666666666,60,0.5358948432760364,2650,0.11132075471698114,295,305,0.10758377425044091,2525,0.890652557319224,1670,0.5890652557319224,505,0.21443736730360935,330,0.14012738853503184,1745,0.94579945799458,0,0,75,0.04065040650406504,0,0,20,0.01084010840108401,0.13550135501355012,465,0.08274021352313167,75,0.013333333333333334
ons2022_the_nation_la_nation_3608_00000_1_4_percent,13155,0.14785252755606235,1945,40,40,615,0.156289707750953,1040,0.0790573926263778,46520,50440,14.9,44120,50240,11.1,825,0.06273764258555133,170,0.05862068965517241,400,0.048163756773028296,255,0.13110539845758354,1040,2.6,4210,0.8246816846229187,0.17531831537708129,0.02702702702702703,130,1.3,1420,1456,875,7.4,9.3,1090,1156,2.9,0.099626400996264,400,0.099626400996264,1.8,107500,122000,72800,1325,0.10076045627376426,0.0019011406844106464,25,0.04220532319391635,555,0.01634980988593156,215,0.019011406844106463,250,0.001520912547528517,20,0.04410646387832699,580,0.00532319391634981,70,0.004561003420752566,0.1276595744680851,60,0.03650190114068441,480,0.7194780987884436,7720,0.050518134715025906,390,730,0.09798657718120805,6725,0.9026845637583892,4720,0.6335570469798658,2025,0.2764505119453925,1190,0.16245733788395905,4985,0.94234404536862,55,0.010396975425330813,145,0.027410207939508508,0,0,95,0.017958412098298678,0.07561436672967864,1330,0.10110224249334854,7880,0.5992395437262358
ons2022_trend_arlington_3110_00000_2_8_percent,4780,0.2280334728033473,1090,43.8,45.2,305,0.21180555555555555,400,0.08368200836820083,55750,63900,13.3,52550,62150,10,195,0.040837696335078534,40,0.043478260869565216,120,0.0433996383363472,35,0.03211009174311927,400,2.5,1460,0.7745358090185677,0.22546419098143236,0.07859078590785908,145,2.4,1150,1474,425,0,26.8,1450,1445,2.8,0.14675767918088736,215,0.14675767918088736,1.7,128800,159000,85000,15,0.0031380753138075313,0.016736401673640166,80,0.02301255230125523,110,0.01778242677824268,85,0.005230125523012552,25,0,0,0.2510460251046025,1200,0.03138075313807531,150,0.04602510460251046,0.2682926829268293,220,0.20502092050209206,980,0.6110414052697616,2435,0.11293634496919917,275,155,0.06458333333333334,2240,0.9333333333333333,1885,0.7854166666666667,1015,0.46882217090069284,170,0.07852193995381063,915,0.7991266375545851,130,0.11353711790393013,50,0.043668122270742356,10,0.008733624454148471,40,0.034934497816593885,0.05240174672489083,490,0.10251046025104603,170,0.03556485355648536
ons2022_vanier_north_3111_00000_7_0_percent,10290,0.16277939747327502,1675,41.1,38.8,895,0.4387254901960784,2510,0.24392614188532555,45640,51400,17.4,42080,50200,12.6,1775,0.17258142926592124,380,0.2508250825082508,1170,0.1647887323943662,220,0.13134328358208955,2505,1.9,1950,0.3535811423390752,0.6464188576609248,0.21657250470809794,1150,6,1600,1614,3560,8.6,30.5,1140,1197,2.6,0.25343811394891946,645,0.25343811394891946,1.6,92100,97000,63400,460,0.04470359572400389,0.00826044703595724,85,0.06708799222168206,690,0.03354399611084103,345,0.020904229460379193,215,0.008750607681088965,90,0.19105493437044238,1965,0.05007292173067574,515,0.03984450923226433,0.25153374233128833,410,0.24647544968400584,2535,0.6419821826280624,5765,0.10841283607979185,625,725,0.11562998405103668,5545,0.8843700159489634,4395,0.7009569377990431,2005,0.39007782101167315,585,0.11381322957198443,1970,0.635483870967742,550,0.1774193548387097,380,0.12258064516129032,110,0.035483870967741936,105,0.03387096774193549,0.06774193548387097,1030,0.1000971817298348,2685,0.260932944606414
ons2022_vanier_south_3112_00000_6_9_percent,7085,0.22865208186309105,1620,44.9,44,535,0.46120689655172414,2060,0.29075511644318985,37600,38080,26.8,34080,38120,19.6,1560,0.22002820874471085,240,0.2981366459627329,930,0.19914346895074947,390,0.24148606811145512,2055,1.8,1075,0.26875,0.73125,0.28608582574772434,1100,13.4,1090,1332,2920,11.3,34.5,1100,1132,2.5,0.25573770491803277,390,0.25573770491803277,1.6,76100,85000,58200,415,0.05857445306986592,0.017642907551164433,125,0.05500705218617771,390,0.03385049365303244,240,0.014809590973201692,105,0.005641748942172073,40,0.25952045133991536,1840,0.09661495063469676,685,0.07268877911079746,0.326984126984127,515,0.3328631875881523,2360,0.574980574980575,3700,0.1581081081081081,585,545,0.13523573200992556,3485,0.8647642679900744,2535,0.6290322580645161,985,0.3162118780096308,360,0.11556982343499198,1270,0.6004728132387707,460,0.21749408983451538,255,0.12056737588652482,40,0.018912529550827423,90,0.0425531914893617,0.05673758865248227,785,0.11079745942131264,1965,0.2773465067043049
ons2022_vars_3113_00000_1_2_percent,2820,0.16312056737588654,460,42.7,46,130,0.15384615384615385,170,0.06028368794326241,50360,57350,12.2,47760,57850,9.1,130,0.04601769911504425,0,0,70,0.03804347826086957,50,0.10989010989010989,170,2.7,980,0.9245283018867925,0.07547169811320754,0.058823529411764705,60,4.2,1410,1564,80,0,33.3,1100,1200,2.8,0.10112359550561797,90,0.10112359550561797,1.7,121800,144000,70000,95,0.033628318584070796,0,0,0.06371681415929203,180,0.03185840707964602,90,0.02831858407079646,80,0,0,0.04601769911504425,130,0.0035398230088495575,10,0.0070921985815602835,0.2222222222222222,20,0.019469026548672566,55,0.6645962732919255,1605,0.04984423676012461,80,145,0.08950617283950617,1475,0.9104938271604939,1075,0.6635802469135802,480,0.31475409836065577,220,0.14426229508196722,955,0.9182692307692307,15,0.014423076923076924,45,0.04326923076923077,0,0,25,0.02403846153846154,0.04807692307692308,330,0.11702127659574468,1145,0.40530973451327434
ons2022_waterridge_village_3114_00000_5_0_percent,2550,0.13725490196078433,350,37.9,35.6,225,0.30612244897959184,370,0.1450980392156863,50880,60500,14.6,48200,60150,10.2,320,0.12573673870333987,75,0.14285714285714285,210,0.1253731343283582,35,0.1,375,2.3,470,0.42152466367713004,0.5695067264573991,0.1187214611872146,130,0,2140,2270,640,34.4,20.6,1250,1268,2.9,0.2366412213740458,155,0.2366412213740458,1.7,113800,136000,67000,110,0.043222003929273084,0.01768172888015717,45,0.021611001964636542,55,0.0137524557956778,35,0.007858546168958742,20,0,0,0.3418467583497053,870,0.05108055009823183,130,0.1,0.3333333333333333,255,0.4656188605108055,1185,0.6474820143884892,1350,0.07037037037037037,95,105,0.07241379310344828,1345,0.9275862068965517,1160,0.8,515,0.4103585657370518,90,0.07171314741035857,560,0.7567567567567568,95,0.12837837837837837,55,0.07432432432432433,10,0.013513513513513514,25,0.033783783783783786,0.0472972972972973,290,0.11372549019607843,670,0.2632612966601179
ons2022_west_centretown_3115_00000_6_6_percent,8350,0.15808383233532936,1320,40.4,36.4,445,0.3333333333333333,2450,0.2934131736526946,44560,52800,17.4,40040,48960,12,1915,0.22934131736526947,230,0.23834196891191708,1070,0.17671345995045418,615,0.4641509433962264,2450,1.8,1150,0.24236037934668073,0.7565858798735511,0.21499448732083792,975,8.3,1550,1652,3595,22.8,26,1160,1261,2.5,0.17886178861788618,330,0.17886178861788618,1.6,98100,124000,58800,50,0.005991611743559017,0.05152786099460755,430,0.03652694610778443,305,0.019161676646706587,160,0.008982035928143712,75,0.005389221556886228,45,0.24431137724550897,2040,0.03652694610778443,305,0.06407185628742515,0.31378299120234604,535,0.3191616766467066,2665,0.6722185209860093,5045,0.12586719524281467,635,520,0.10146341463414635,4600,0.8975609756097561,3805,0.7424390243902439,2150,0.4869762174405436,390,0.08833522083805209,1090,0.48123620309050774,470,0.20750551876379691,515,0.22737306843267108,110,0.04856512141280353,80,0.03532008830022075,0.0728476821192053,1060,0.12694610778443113,585,0.0701018573996405
ons2022_westboro_3116_00000_4_2_percent,12095,0.20917734601074825,2530,43.5,42.8,605,0.23135755258126195,2740,0.22653989251756923,64700,83500,9.2,62600,80700,7,1375,0.11368334022323275,190,0.09819121447028424,670,0.08775376555337262,510,0.201980198019802,2745,1.9,2885,0.46196957566052843,0.5364291433146517,0.1222130470685384,740,3.5,1860,2108,3355,21.6,20,1300,1414,2.7,0.12844036697247707,420,0.12844036697247707,1.7,144600,162000,87600,110,0.009094667217858619,0.014055394791236048,170,0.02149648615130219,260,0.009508061182306739,115,0.010748243075651096,130,0,0,0.2017362546506821,2440,0.033484911120297646,405,0.03431169904919388,0.22493224932249323,415,0.2058701942951633,2490,0.6530905606133206,6815,0.07850330154071901,535,265,0.03804737975592247,6700,0.9619526202440776,6040,0.8671931083991385,3545,0.5644904458598726,285,0.04538216560509554,1835,0.678373382624769,355,0.13123844731977818,320,0.11829944547134935,85,0.031423290203327174,110,0.04066543438077634,0.04066543438077634,940,0.07771806531624638,625,0.05167424555601488
ons2022_whitehaven_woodpark_glabar_park_3117_00000_2_7_percent,10805,0.2878297084683017,3110,47.7,50.4,550,0.22727272727272727,2340,0.21656640444238778,53600,62300,14.7,51300,62850,11.2,1125,0.10411846367422489,100,0.06289308176100629,660,0.10801963993453355,365,0.11755233494363929,2345,2,3060,0.5677179962894249,0.4322820037105751,0.15699333967649856,825,6.4,1220,1578,2325,14.6,28.3,1150,1229,2.7,0.14516129032258066,405,0.14516129032258066,1.7,124700,149000,80400,25,0.002312673450508788,0.011100832562442183,120,0.023600185099490977,255,0.011105969458583989,120,0.01018047200370199,110,0,0,0.21934289680703378,2370,0.03563165201295696,385,0.034706154558074964,0.22058823529411764,375,0.2012956964368348,2175,0.5584826132771338,5300,0.09905660377358491,525,395,0.07495256166982922,4875,0.9250474383301708,4025,0.7637571157495257,2085,0.43664921465968587,385,0.0806282722513089,1870,0.700374531835206,465,0.17415730337078653,195,0.07303370786516854,25,0.009363295880149813,120,0.0449438202247191,0.06928838951310862,1115,0.1031929662193429,435,0.04024051803885292
ons2022_whitewater_region_3719_00000_3_1_percent,7085,0.2208892025405787,1565,43.8,47.2,410,0.2,725,0.10232886379675371,41680,43080,20.8,40440,43920,16.4,790,0.11142454160789844,205,0.1357615894039735,375,0.09351620947630923,215,0.13738019169329074,725,2.4,2535,0.8711340206185567,0.12714776632302405,0.05166051660516605,140,3.8,910,1089,365,13.7,12.3,920,904,2.8,0.11832946635730858,255,0.11832946635730858,1.9,94500,115000,63600,20,0.0028208744710860366,0.0014104372355430183,10,0.08392101551480959,595,0.05289139633286319,375,0.029619181946403384,210,0,0,0.05007052186177715,355,0.0021156558533145277,15,0,0,0,0.01622002820874471,115,0.5905982905982906,3455,0.07814761215629522,270,285,0.07938718662952646,3305,0.9206128133704735,2245,0.6253481894150418,530,0.1664050235478807,370,0.11616954474097331,2475,0.9339622641509434,10,0.0037735849056603774,110,0.04150943396226415,15,0.005660377358490566,40,0.01509433962264151,0.08679245283018867,700,0.09880028228652082,165,0.0232722143864598
oeycfc_39_ottawa_north_east_00000_3_7_percent,21845,0.2178988326848249,4760,43.7,43.6,2135,0.37325174825174823,4075,0.18654154268711376,45400,50880,19.3,42400,50640,14.3,3345,0.15308924485125858,690,0.18724559023066487,1790,0.1335820895522388,860,0.18067226890756302,4070,2.1,4575,0.4401154401154401,0.5598845598845599,0.16715976331360946,1695,7.4,1310,1568,5815,25.1,24.2,1220,1229,2.7,0.24804856895056374,1430,0.24804856895056374,1.7,100600,115000,65900,1150,0.052643625543602655,0.015106431677729458,330,0.03729977116704806,815,0.017848970251716247,390,0.014416475972540047,315,0.004118993135011442,90,0.2794050343249428,6105,0.05263157894736842,1150,0.07621881437399863,0.31896551724137934,1665,0.3482837528604119,7610,0.5751599147121536,10790,0.11677479147358666,1260,1305,0.1116816431322208,10375,0.887890457851947,8185,0.7004706889174155,3595,0.3772298006295908,865,0.09076600209863589,4055,0.6872881355932203,1060,0.17966101694915254,445,0.07542372881355933,140,0.023728813559322035,205,0.03474576271186441,0.061016949152542375,2320,0.10620279240100709,6330,0.2897688258182651
oeycfc_40_ottawa_south_00000_3_2_percent,8615,0.1746952988972722,1505,41.1,43.2,370,0.14068441064638784,780,0.09053975623911782,77200,100300,6.3,73100,95400,4.8,390,0.04529616724738676,75,0.04043126684636118,240,0.045714285714285714,70,0.046357615894039736,775,2.6,2600,0.7692307692307693,0.23076923076923078,0.049773755656108594,165,2.1,1570,2016,785,8.9,14.9,1550,1688,3,0.11270491803278689,275,0.11270491803278689,1.7,187400,188000,99000,10,0.0011607661056297156,0.0017411491584445734,15,0.014518002322880372,125,0.008130081300813009,70,0.004645760743321719,40,0,0,0.16434378629500582,1415,0.010452961672473868,90,0.009866511897852582,0.09714285714285714,85,0.14227642276422764,1225,0.6582633053221288,4700,0.09574468085106383,450,65,0.01522248243559719,4200,0.9836065573770492,3930,0.9203747072599532,2580,0.607773851590106,220,0.05182567726737338,1020,0.6163141993957704,125,0.0755287009063444,295,0.1782477341389728,170,0.1027190332326284,50,0.030211480362537766,0.03625377643504532,1365,0.1584445734184562,615,0.0713871154962275
